,time,l,r
529,2020-03-11 12:23:00.840,0.0,0.0
530,2020-03-11 12:23:01.340,0.0,1.0
531,2020-03-11 12:23:01.840,0.0,1.0
532,2020-03-11 12:23:02.340,0.0,1.0
533,2020-03-11 12:23:02.840,0.0,0.0
534,2020-03-11 12:23:03.340,0.0,0.0
535,2020-03-11 12:23:03.840,0.0,0.0
536,2020-03-11 12:23:04.340,0.0,0.0
537,2020-03-11 12:23:04.840,0.0,0.0
538,2020-03-11 12:23:05.340,0.0,0.0
539,2020-03-11 12:23:05.840,0.0,0.0
540,2020-03-11 12:23:06.340,0.0,0.0
541,2020-03-11 12:23:06.840,0.0,0.0
542,2020-03-11 12:23:07.340,0.0,0.0
543,2020-03-11 12:23:07.840,0.0,0.0
544,2020-03-11 12:23:08.340,0.0,0.0
545,2020-03-11 12:23:08.840,0.0,0.0
546,2020-03-11 12:23:09.340,0.0,0.0
547,2020-03-11 12:23:09.840,0.0,0.0
548,2020-03-11 12:23:10.340,0.0,0.0
549,2020-03-11 12:23:10.840,0.0,0.0
550,2020-03-11 12:23:11.340,0.0,0.0
551,2020-03-11 12:23:11.840,0.0,0.0
552,2020-03-11 12:23:12.340,0.0,0.0
553,2020-03-11 12:23:12.840,0.0,0.0
554,2020-03-11 12:23:13.340,0.0,0.0
555,2020-03-11 12:23:13.840,0.0,0.0
556,2020-03-11 12:23:14.340,0.0,0.0
557,2020-03-11 12:23:14.840,0.0,0.0
