time,l,r,iteration
2019-11-25 16:53:59.740,0,0,2
2019-11-25 16:50:16.500,1,1,2
2019-11-25 16:51:32.500,1,1,2
2019-11-25 16:52:00.000,1,1,2
2019-11-25 16:57:39.740,0,1,2
2019-11-25 16:58:30.000,1,1,2
2019-11-25 16:56:48.740,0,1,2
2019-11-25 16:56:31.500,0,1,2
2019-11-25 16:47:19.740,0,1,2
2019-11-25 16:54:55.000,0,1,2
2019-11-25 16:57:31.000,1,1,2
2019-11-25 16:50:05.000,1,1,2
2019-11-25 17:00:46.500,0,1,2
2019-11-25 16:58:12.240,0,1,2
2019-11-25 16:50:45.500,1,1,2
2019-11-25 16:51:57.000,0,1,2
2019-11-25 16:47:10.000,0,1,2
2019-11-25 16:54:38.500,1,1,2
2019-11-25 16:47:07.740,0,1,2
2019-11-25 16:56:21.740,0,1,2
2019-11-25 16:59:53.740,0,1,2
2019-11-25 17:00:13.240,0,1,2
2019-11-25 16:56:25.740,0,1,2
2019-11-25 17:00:06.500,1,1,2
2019-11-25 16:47:44.000,1,1,2
2019-11-25 16:51:13.000,0,1,2
2019-11-25 16:53:08.000,1,1,2
2019-11-25 16:56:29.740,1,1,2
2019-11-25 16:53:28.740,1,1,2
2019-11-25 16:51:05.740,1,1,2
2019-11-25 16:51:46.000,1,1,2
2019-11-25 16:47:49.740,1,0,2
2019-11-25 16:52:11.000,0,0,2
2019-11-25 16:51:17.500,0,1,2
2019-11-25 16:58:22.740,0,1,2
2019-11-25 16:57:12.500,0,1,2
2019-11-25 16:49:02.000,1,0,2
2019-11-25 16:55:34.000,1,1,2
2019-11-25 17:00:35.240,0,1,2
2019-11-25 16:50:12.240,1,1,2
2019-11-25 16:57:29.000,1,1,2
2019-11-25 16:57:37.500,1,1,2
2019-11-25 16:54:39.500,0,1,2
2019-11-25 16:51:53.000,1,1,2
2019-11-25 16:58:18.740,0,1,2
2019-11-25 17:00:02.240,0,1,2
2019-11-25 16:54:39.240,0,1,2
2019-11-25 16:48:16.740,1,1,2
2019-11-25 16:56:53.000,0,1,2
2019-11-25 16:57:20.740,0,1,2
2019-11-25 16:53:27.000,1,1,2
2019-11-25 16:53:23.000,1,1,2
2019-11-25 16:47:53.240,1,0,2
